chr1	81678991	81679599	21202	chr1	81585959	81780748	1_internal_22517
chr1	110808197	110811035	27101	chr1	110786003	110849330	1_internal_17720
chr1	110808197	110811035	27101	chr1	110749694	110855734	1_internal_23164
chr1	186802202	186804707	40013	chr1	185295623	192912803	1_internal_17069
chr1	192194509	192195707	40731	chr1	185295623	192912803	1_internal_17069
chr1	204452402	204454799	43580	chr1	204429847	204459987	1_internal_19582
chr2	109714173	109716170	289635	chr2	109644207	109717650	2_internal_15138
chr2	173158360	173159557	302876	chr2	173043745	173331395	2_internal_20962
chr3	122039802	122042325	378704	chr3	122024428	122076245	3_internal_17864
chr3	122346044	122348241	378782	chr3	122278870	122408433	3_internal_17125
chr4	55010629	55011799	406104	chr4	54964840	55100979	4_internal_8287
chr5	79709442	79710839	446232	chr5	79658757	79764671	5_internal_11057
chr5	178782610	178784607	467119	chr5	177754502	179013362	5_internal_14119
chr5	179026809	179027607	467178	chr5	178934475	179038520	5_internal_13132
chr5	179026809	179027607	467178	chr5	178976255	179052171	5_internal_8317
chr11	71909507	71911504	98714	chr11	71799793	71929780	11_internal_11646
chr12	89452402	89454551	130913	chr12	89444822	89729706	12_internal_13062
chr13	29044350	29046799	143664	chr13	28947133	29211903	13_internal_5035
chr13	29044350	29046799	143664	chr13	28903550	30071971	13_internal_6135
chr16	22407602	22410799	203188	chr16	21512813	22650276	16_internal_5868
chr19	55758402	55760781	265945	chr19	52596917	58952663	19_internal_10260
chr20	3834402	3835799	320402	chr20	3818716	3861394	20_internal_7304
